EvID,PaperID,Vote
100,242,Essential
100,275,Essential
100,327,Essential
100,339,Worthwhile
100,374,Essential
100,377,Unimportant
100,404,Unwise
100,416,Unimportant
100,432,Essential
101,16,Worthwhile
101,25,Essential
101,43,Worthwhile
101,44,Unimportant
101,53,Worthwhile
101,84,Essential
101,116,Essential
101,121,Worthwhile
101,135,Worthwhile
101,144,Worthwhile
101,151,Essential
101,244,Essential
101,317,Worthwhile
101,402,Worthwhile
101,431,Essential
102,44,Worthwhile
102,57,Worthwhile
102,91,Worthwhile
102,106,Worthwhile
102,172,Worthwhile
102,208,Worthwhile
102,222,Unimportant
102,228,Worthwhile
102,268,Worthwhile
102,289,Unimportant
102,356,Worthwhile
102,371,Unimportant
102,380,Unimportant
102,412,Worthwhile
102,432,Unimportant
103,9,Worthwhile
103,11,Worthwhile
103,13,Worthwhile
103,110,Worthwhile
103,146,Worthwhile
103,201,Essential
103,305,Essential
103,315,Worthwhile
103,363,Worthwhile
103,368,Worthwhile
104,91,Unimportant
104,131,Worthwhile
104,200,Essential
104,284,Essential
104,289,Worthwhile
104,296,Unwise
104,308,Worthwhile
104,338,Essential
104,340,Worthwhile
104,350,Worthwhile
104,363,Worthwhile
104,364,Worthwhile
104,416,Worthwhile
104,418,Unimportant
104,421,Worthwhile
105,32,Unwise
105,56,Unwise
105,86,Worthwhile
105,105,Essential
105,109,Worthwhile
105,128,Worthwhile
105,129,Unwise
105,145,Worthwhile
105,208,Unimportant
105,228,Worthwhile
105,248,Essential
105,275,Worthwhile
105,293,Unimportant
105,333,Unwise
105,343,Unimportant
106,29,Unimportant
106,43,Worthwhile
106,104,Unimportant
106,106,Worthwhile
106,107,Worthwhile
106,134,Unimportant
106,150,Worthwhile
106,160,Unimportant
106,211,Unimportant
106,248,Worthwhile
106,257,Worthwhile
106,302,Worthwhile
106,310,Worthwhile
106,326,Worthwhile
106,366,Worthwhile
107,35,Worthwhile
107,126,Essential
107,151,Worthwhile
107,156,Worthwhile
107,169,Unimportant
107,183,Worthwhile
107,196,Unimportant
107,209,Unwise
107,213,Unimportant
107,266,Unimportant
107,288,Unwise
107,336,Worthwhile
107,362,Worthwhile
107,383,Unimportant
107,397,Unwise
108,23,Essential
108,30,Unimportant
108,111,Worthwhile
108,128,Worthwhile
108,170,Unimportant
108,185,Unimportant
108,206,Unimportant
108,232,Worthwhile
108,265,Worthwhile
108,272,Essential
108,355,Worthwhile
108,373,Worthwhile
108,397,Worthwhile
108,400,Worthwhile
108,401,Essential
109,9,Essential
109,193,Essential
109,201,Worthwhile
109,207,Worthwhile
109,215,Worthwhile
109,219,Worthwhile
109,240,Essential
109,244,Essential
109,246,Worthwhile
109,342,Worthwhile
109,347,Worthwhile
109,370,Worthwhile
109,385,Unimportant
109,394,Worthwhile
109,428,Worthwhile
110,9,Worthwhile
110,22,Worthwhile
110,62,Worthwhile
110,129,Worthwhile
110,156,Worthwhile
110,163,Unimportant
110,168,Unimportant
110,219,Unimportant
110,237,Unimportant
110,307,Unimportant
110,330,Unimportant
110,411,Unimportant
110,433,Unimportant
111,63,Essential
111,70,Worthwhile
111,88,Unimportant
111,155,Unimportant
111,203,Worthwhile
111,205,Worthwhile
111,231,Essential
111,235,Worthwhile
111,287,Worthwhile
111,306,Worthwhile
111,334,Worthwhile
111,345,Essential
111,357,Essential
111,366,Unimportant
111,389,Worthwhile
112,37,Essential
112,70,Worthwhile
112,89,Worthwhile
112,118,Essential
112,122,Worthwhile
112,152,Unimportant
112,184,Unimportant
112,205,Essential
112,236,Worthwhile
112,279,Worthwhile
112,307,Unimportant
112,342,Unimportant
112,361,Essential
112,422,Unimportant
113,72,Unimportant
113,93,Unimportant
113,114,Worthwhile
113,125,Worthwhile
113,167,Worthwhile
113,175,Unimportant
113,184,Essential
113,213,Unimportant
113,249,Worthwhile
113,270,Worthwhile
113,299,Essential
113,306,Essential
113,323,Worthwhile
113,341,Worthwhile
113,430,Unimportant
114,2,Essential
114,28,Worthwhile
114,39,Worthwhile
114,56,Worthwhile
114,119,Essential
114,124,Essential
114,125,Essential
114,134,Worthwhile
114,191,Worthwhile
114,228,Worthwhile
114,232,Essential
114,264,Worthwhile
114,286,Essential
114,316,Essential
114,359,Worthwhile
115,10,Worthwhile
115,16,Worthwhile
115,18,Worthwhile
115,38,Unimportant
115,41,Unwise
115,55,Worthwhile
115,98,Worthwhile
115,178,Worthwhile
115,200,Unimportant
115,230,Worthwhile
115,241,Worthwhile
115,327,Unwise
115,341,Essential
115,415,Essential
116,2,Essential
116,54,Worthwhile
116,100,Essential
116,114,Essential
116,139,Worthwhile
116,143,Unimportant
116,194,Worthwhile
116,203,Essential
116,243,Worthwhile
116,299,Essential
116,314,Worthwhile
116,357,Unimportant
116,392,Worthwhile
117,31,Essential
117,35,Unimportant
117,63,Unimportant
117,76,Unwise
117,78,Unimportant
117,98,Worthwhile
117,140,Worthwhile
117,146,Worthwhile
117,172,Unimportant
117,182,Unimportant
117,186,Unimportant
117,287,Unwise
117,340,Worthwhile
117,342,Unimportant
117,344,Essential
118,39,Unimportant
118,84,Worthwhile
118,130,Worthwhile
118,162,Worthwhile
118,164,Unimportant
118,179,Unimportant
118,201,Essential
118,202,Unimportant
118,278,Unimportant
118,319,Worthwhile
118,351,Unimportant
118,382,Unimportant
118,391,Worthwhile
118,408,Unimportant
118,424,Worthwhile
119,46,Worthwhile
119,81,Worthwhile
119,105,Unwise
119,202,Unwise
119,234,Unwise
119,253,Unwise
119,295,Unwise
119,309,Unwise
119,374,Unimportant
119,392,Essential
119,398,Unimportant
119,400,Unimportant
119,418,Worthwhile
119,425,Unwise
120,11,Worthwhile
120,36,Worthwhile
120,42,Unimportant
120,87,Unimportant
120,120,Worthwhile
120,127,Unwise
120,156,Worthwhile
120,219,Unimportant
120,255,Worthwhile
120,294,Unimportant
120,322,Worthwhile
120,323,Worthwhile
120,327,Essential
120,355,Unimportant
120,358,Unimportant
121,143,Worthwhile
121,144,Worthwhile
121,160,Worthwhile
121,178,Essential
121,197,Worthwhile
121,199,Worthwhile
121,222,Worthwhile
121,224,Worthwhile
121,236,Worthwhile
121,283,Worthwhile
121,285,Worthwhile
121,390,Essential
121,397,Worthwhile
121,402,Essential
121,422,Worthwhile
122,6,Worthwhile
122,7,Essential
122,10,Worthwhile
122,28,Worthwhile
122,45,Essential
122,91,Essential
122,265,Essential
122,309,Worthwhile
122,391,Worthwhile
122,392,Worthwhile
122,398,Worthwhile
122,416,Worthwhile
123,21,Worthwhile
123,28,Worthwhile
123,45,Essential
123,141,Unimportant
123,166,Unimportant
123,203,Unimportant
123,219,Unwise
123,257,Essential
123,299,Essential
123,322,Worthwhile
123,334,Unimportant
123,358,Unimportant
123,364,Essential
123,373,Unimportant
123,375,Unwise
124,23,Worthwhile
124,57,Worthwhile
124,105,Essential
124,150,Worthwhile
124,194,Essential
124,201,Worthwhile
124,260,Worthwhile
125,20,Unwise
125,27,Essential
125,52,Worthwhile
125,87,Unwise
125,102,Essential
125,104,Worthwhile
125,142,Worthwhile
125,193,Unimportant
125,216,Worthwhile
125,226,Unwise
125,285,Worthwhile
125,289,Essential
125,297,Essential
125,298,Unwise
125,312,Worthwhile
126,98,Essential
126,108,Worthwhile
126,127,Worthwhile
126,135,Unimportant
126,159,Worthwhile
126,191,Unimportant
126,223,Worthwhile
126,238,Worthwhile
126,247,Worthwhile
126,265,Unimportant
126,302,Worthwhile
126,317,Unimportant
126,341,Unimportant
126,397,Worthwhile
126,432,Essential
127,46,Essential
127,48,Unimportant
127,79,Unimportant
127,99,Unimportant
127,140,Worthwhile
127,150,Essential
127,167,Unimportant
127,180,Unwise
127,188,Essential
127,194,Worthwhile
127,295,Unimportant
127,310,Worthwhile
127,331,Worthwhile
127,334,Unimportant
128,7,Essential
128,79,Worthwhile
128,145,Worthwhile
128,147,Worthwhile
128,241,Unimportant
128,251,Worthwhile
128,272,Essential
128,277,Worthwhile
128,286,Unimportant
128,328,Essential
128,331,Essential
128,337,Worthwhile
128,360,Worthwhile
128,393,Essential
128,421,Worthwhile
129,10,Unimportant
129,18,Worthwhile
129,57,Unimportant
129,114,Worthwhile
129,122,Worthwhile
129,130,Worthwhile
129,132,Unimportant
129,141,Unimportant
129,144,Worthwhile
129,147,Worthwhile
129,162,Unwise
129,240,Unimportant
129,311,Unwise
129,316,Worthwhile
130,47,Unimportant
130,78,Essential
130,123,Essential
130,138,Unimportant
130,146,Worthwhile
130,169,Essential
130,174,Worthwhile
130,177,Essential
130,191,Worthwhile
130,290,Essential
130,337,Unimportant
130,433,Unimportant
131,11,Essential
131,18,Essential
131,32,Worthwhile
131,64,Worthwhile
131,105,Essential
131,108,Worthwhile
131,121,Essential
131,159,Worthwhile
131,209,Worthwhile
131,230,Worthwhile
131,271,Essential
131,273,Essential
131,297,Worthwhile
131,364,Essential
131,428,Essential
132,27,Essential
132,94,Worthwhile
132,203,Worthwhile
132,214,Unwise
132,235,Unimportant
132,237,Worthwhile
132,244,Unimportant
132,318,Worthwhile
132,349,Worthwhile
132,354,Worthwhile
132,384,Essential
132,390,Worthwhile
132,404,Unimportant
132,419,Unimportant
132,427,Worthwhile
133,1,Unimportant
133,6,Worthwhile
133,33,Worthwhile
133,52,Worthwhile
133,150,Essential
133,194,Worthwhile
133,224,Unwise
133,225,Unimportant
133,276,Unimportant
133,306,Worthwhile
133,367,Unimportant
133,379,Worthwhile
133,398,Worthwhile
133,420,Worthwhile
133,421,Unwise
134,21,Essential
134,78,Worthwhile
134,84,Worthwhile
134,100,Worthwhile
134,103,Worthwhile
134,121,Essential
134,128,Worthwhile
134,190,Worthwhile
134,215,Worthwhile
134,238,Essential
134,258,Essential
134,293,Worthwhile
134,299,Essential
134,371,Worthwhile
134,399,Worthwhile
135,40,Unwise
135,66,Unimportant
135,67,Unimportant
135,80,Unimportant
135,85,Worthwhile
135,115,Unimportant
135,201,Worthwhile
135,208,Unimportant
135,222,Unwise
135,240,Unwise
135,254,Unimportant
135,257,Unimportant
135,287,Unwise
135,409,Worthwhile
135,415,Unimportant
136,10,Worthwhile
136,30,Worthwhile
136,41,Worthwhile
136,63,Unimportant
136,100,Worthwhile
136,101,Unimportant
136,161,Essential
136,245,Essential
136,279,Worthwhile
136,309,Essential
136,344,Essential
136,348,Worthwhile
136,413,Worthwhile
136,423,Worthwhile
137,58,Essential
137,60,Worthwhile
137,75,Essential
137,106,Unwise
137,141,Worthwhile
137,230,Worthwhile
137,236,Essential
137,243,Unimportant
137,258,Worthwhile
137,289,Essential
137,313,Unimportant
137,317,Unwise
137,350,Worthwhile
137,360,Essential
137,363,Essential
138,3,Worthwhile
138,8,Essential
138,39,Worthwhile
138,63,Essential
138,129,Unimportant
138,144,Unimportant
138,180,Unimportant
138,270,Worthwhile
138,317,Unimportant
138,344,Essential
138,353,Essential
138,378,Unimportant
138,381,Worthwhile
138,428,Essential
138,431,Worthwhile
139,3,Worthwhile
139,20,Essential
139,32,Essential
139,80,Essential
139,87,Worthwhile
139,111,Unimportant
139,116,Worthwhile
139,129,Unimportant
139,143,Unwise
139,207,Worthwhile
139,208,Unimportant
139,226,Unimportant
139,268,Unimportant
139,289,Essential
139,317,Essential
140,3,Worthwhile
140,25,Essential
140,60,Unimportant
140,83,Worthwhile
140,110,Unimportant
140,128,Worthwhile
140,143,Essential
140,173,Worthwhile
140,179,Unimportant
140,232,Unwise
140,242,Unwise
140,273,Worthwhile
140,341,Unimportant
140,347,Unimportant
140,422,Unwise
141,14,Essential
141,25,Worthwhile
141,30,Essential
141,39,Worthwhile
141,125,Unimportant
141,147,Worthwhile
141,161,Essential
141,163,Essential
141,165,Unimportant
141,196,Unimportant
141,209,Worthwhile
141,225,Worthwhile
141,343,Unimportant
141,359,Worthwhile
141,387,Unimportant
142,4,Worthwhile
142,5,Unimportant
142,39,Worthwhile
142,53,Worthwhile
142,66,Unimportant
142,104,Worthwhile
142,119,Worthwhile
142,172,Unimportant
142,228,Worthwhile
142,270,Worthwhile
142,319,Essential
142,327,Worthwhile
142,372,Essential
142,396,Unimportant
142,429,Essential
143,25,Worthwhile
143,87,Worthwhile
143,113,Essential
143,129,Worthwhile
143,208,Worthwhile
143,225,Worthwhile
143,234,Unimportant
143,249,Essential
143,271,Unimportant
143,338,Essential
143,349,Unimportant
143,365,Essential
143,421,Worthwhile
143,424,Worthwhile
144,59,Worthwhile
144,117,Worthwhile
144,190,Worthwhile
144,224,Unimportant
144,228,Worthwhile
144,236,Worthwhile
144,276,Worthwhile
144,300,Worthwhile
144,309,Worthwhile
144,337,Worthwhile
144,387,Worthwhile
144,422,Worthwhile
144,424,Worthwhile
144,428,Worthwhile
144,429,Worthwhile
145,27,Worthwhile
145,74,Worthwhile
145,108,Unwise
145,132,Unimportant
145,134,Unimportant
145,141,Worthwhile
145,196,Worthwhile
145,241,Worthwhile
145,259,Worthwhile
145,283,Worthwhile
145,312,Worthwhile
145,322,Worthwhile
145,325,Worthwhile
145,347,Essential
145,411,Worthwhile
146,13,Worthwhile
146,33,Worthwhile
146,80,Essential
146,91,Essential
146,137,Worthwhile
146,157,Worthwhile
146,172,Essential
146,183,Worthwhile
146,221,Worthwhile
146,384,Worthwhile
147,87,Worthwhile
147,89,Essential
147,90,Unimportant
147,164,Worthwhile
147,166,Worthwhile
147,253,Essential
147,276,Worthwhile
147,286,Essential
147,334,Worthwhile
147,351,Worthwhile
147,356,Essential
147,383,Essential
147,418,Essential
147,424,Essential
147,429,Essential
148,10,Essential
148,17,Worthwhile
148,51,Essential
148,63,Essential
148,88,Worthwhile
148,167,Unimportant
148,253,Worthwhile
148,307,Unimportant
148,321,Worthwhile
148,346,Worthwhile
148,350,Worthwhile
148,399,Worthwhile
148,405,Unimportant
148,430,Worthwhile
149,55,Unimportant
149,80,Essential
149,125,Worthwhile
149,138,Unimportant
149,224,Worthwhile
149,323,Worthwhile
149,327,Worthwhile
149,370,Essential
150,39,Unimportant
150,83,Unimportant
150,116,Worthwhile
150,137,Unimportant
150,197,Worthwhile
150,216,Unimportant
150,228,Unimportant
150,246,Worthwhile
150,260,Unimportant
150,276,Unimportant
150,332,Unimportant
150,348,Unimportant
150,371,Unimportant
150,390,Worthwhile
150,422,Worthwhile
151,15,Worthwhile
151,30,Worthwhile
151,33,Worthwhile
151,46,Unimportant
151,52,Unimportant
151,104,Worthwhile
151,151,Worthwhile
151,168,Worthwhile
151,174,Unimportant
151,182,Unimportant
151,193,Essential
151,291,Essential
151,316,Unimportant
151,420,Unimportant
151,427,Unimportant
152,5,Essential
152,18,Worthwhile
152,38,Essential
152,63,Worthwhile
152,138,Worthwhile
152,150,Worthwhile
152,190,Essential
152,200,Essential
152,233,Worthwhile
152,266,Worthwhile
152,270,Worthwhile
152,299,Unimportant
152,300,Worthwhile
152,323,Worthwhile
152,387,Worthwhile
153,18,Worthwhile
153,27,Essential
153,86,Essential
153,114,Worthwhile
153,120,Essential
153,122,Essential
153,172,Essential
153,177,Worthwhile
153,190,Worthwhile
153,212,Essential
153,216,Essential
153,290,Essential
153,332,Essential
153,382,Essential
